Premise,Implied,Support,Pset,Cset
Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,frozenset({'Upgradeability / Governance Controls'}),"frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Executive Summary; Detailed Findings; Upgradeability / Governance Controls,Documentation Quality; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Detailed Findings', 'Executive Summary'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Methodology / Procedure', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Methodology / Procedure; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Scope', 'Methodology / Procedure'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Tools & Automation; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality,4,"frozenset({'Upgradeability / Governance Controls', 'Tools & Automation'})","frozenset({'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Methodology / Procedure; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Methodology / Procedure'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Scope'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Executive Summary; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Executive Summary'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Tools & Automation; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Status of Findings / Verification; Testing / Coverage Quality,4,"frozenset({'Upgradeability / Governance Controls', 'Tools & Automation', 'Scope'})","frozenset({'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Executive Summary; Status of Findings / Verification; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Testing / Coverage Quality; Tools & Automation,4,"frozenset({'Upgradeability / Governance Controls', 'Status of Findings / Verification', 'Executive Summary'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality'})"
Recommendations / Remediation Guidance; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Upgradeability / Governance Controls', 'Recommendations / Remediation Guidance'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; System/Protocol Overview; Timeline / Engagement Details,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Timeline / Engagement Details', 'Scope', 'System/Protocol Overview'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Recommendations / Remediation Guidance; Threat / Trust Model; Risk Taxonomy / Terminology & References,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Recommendations / Remediation Guidance', 'Threat / Trust Model', 'Risk Taxonomy / Terminology & References'})","frozenset({'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Tools & Automation; Findings Summary (Table); Privileged Roles & Centralisation Risks,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality,3,"frozenset({'Privileged Roles & Centralisation Risks', 'Tools & Automation', 'Findings Summary (Table)'})","frozenset({'Recommendations / Remediation Guidance', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Severity Model / Risk Classification; Threat / Trust Model; Risk Taxonomy / Terminology & References,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Severity Model / Risk Classification', 'Threat / Trust Model', 'Risk Taxonomy / Terminology & References'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Findings Summary (Table); Privileged Roles & Centralisation Risks; Documentation Quality,Detailed Findings; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Documentation Quality', 'Privileged Roles & Centralisation Risks', 'Findings Summary (Table)'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Tools & Automation; Severity Model / Risk Classification; Privileged Roles & Centralisation Risks,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality,3,"frozenset({'Privileged Roles & Centralisation Risks', 'Tools & Automation', 'Severity Model / Risk Classification'})","frozenset({'Recommendations / Remediation Guidance', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Status of Findings / Verification; Threat / Trust Model; Risk Taxonomy / Terminology & References,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Severity Model / Risk Classification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Risk Taxonomy / Terminology & References', 'Threat / Trust Model', 'Status of Findings / Verification'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality'})"
Severity Model / Risk Classification; Status of Findings / Verification; Privileged Roles & Centralisation Risks,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Privileged Roles & Centralisation Risks', 'Severity Model / Risk Classification', 'Status of Findings / Verification'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality'})"
Findings Summary (Table); Privileged Roles & Centralisation Risks; Limitations / Disclaimers / Non-Goals,Detailed Findings; Documentation Quality; Executive Summary; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Limitations / Disclaimers / Non-Goals', 'Privileged Roles & Centralisation Risks', 'Findings Summary (Table)'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Threat / Trust Model; Risk Taxonomy / Terminology & References,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,3,"frozenset({'Threat / Trust Model', 'Risk Taxonomy / Terminology & References'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
